tenure,monthly_charges,total_charges,contract,internet_service,senior_citizen,paperless_billing,payment_method,churn
4,64.32,276.47,0,0,0,0,3,1
47,88.4,3798.08,0,0,0,1,2,1
2,118.75,239.59,1,1,0,1,2,1
46,50.71,2426.44,0,1,0,0,3,1
61,69.92,4666.63,2,0,0,0,0,0
13,106.85,1455.64,1,1,0,1,0,0
62,53.88,3372.71,0,1,1,1,1,1
60,29.04,1835.36,0,1,0,1,0,1
30,113.84,3754.71,0,0,0,0,3,1
16,67.33,1161.04,0,1,0,1,3,1
23,68.78,1451.93,1,0,0,0,2,0
22,80.74,1802.86,0,0,0,1,0,1
49,18.36,951.18,0,0,1,0,0,1
69,112.04,7996.51,2,1,0,1,1,1
26,54.51,1393.72,1,0,1,0,3,0
14,58.09,784.38,0,0,0,1,3,1
49,35.59,1788.21,2,0,0,1,3,0
35,56.19,1932.18,0,2,0,1,2,0
7,99.2,679.4,2,2,0,1,2,1
2,98.8,210.91,1,0,0,1,2,1
61,112.52,6610.66,1,0,0,1,3,0
46,58.73,2779.88,2,2,1,0,3,0
60,89.58,5776.23,0,0,0,1,0,1
31,69.23,2198.4,2,0,0,1,3,0
12,99.21,1188.8,2,0,1,0,3,0
0,89.97,0.0,0,2,0,0,2,1
33,55.16,1886.38,0,1,0,1,0,1
61,52.0,3487.63,2,0,1,0,3,0
70,43.5,3232.83,0,0,1,1,1,1
30,76.23,2348.4,2,2,0,1,2,0
63,115.35,7222.2,1,1,0,0,1,0
24,38.21,866.48,1,1,1,0,0,0
37,27.62,1061.2,0,0,0,0,2,0
13,30.06,365.56,0,1,0,0,0,1
7,97.09,732.24,0,0,0,0,3,1
53,53.36,2745.49,1,2,0,1,2,0
1,40.66,39.85,1,0,0,1,0,0
55,53.64,2782.65,1,0,0,0,0,0
60,83.18,4972.5,1,1,0,0,0,1
21,73.23,1593.33,2,2,1,1,1,0
34,93.1,3040.54,0,1,0,1,2,1
15,52.25,815.39,1,0,0,0,0,0
49,63.65,3194.07,0,1,0,0,2,1
42,28.3,1158.26,0,1,0,1,3,1
16,25.38,390.88,0,1,0,0,3,1
57,64.69,3953.8,0,1,0,1,0,1
1,48.46,43.73,0,0,1,1,2,1
3,79.89,250.02,0,1,1,1,0,1
38,22.34,834.87,0,0,0,1,0,0
5,30.3,158.1,2,2,0,1,1,0
68,105.38,7176.61,0,1,0,1,2,1
68,75.2,4688.01,1,1,0,0,1,0
19,89.92,1873.2,0,0,1,1,0,1
63,103.04,5954.08,0,0,0,0,1,1
15,64.85,906.3,0,1,0,1,1,1
50,94.87,4667.92,0,0,0,0,1,1
36,70.98,2782.51,2,2,0,0,3,0
68,40.5,2640.02,0,1,0,1,3,1
41,52.1,2165.43,0,0,1,1,1,1
56,67.53,3797.89,0,0,0,0,2,0
65,50.01,3140.22,1,1,0,1,3,0
8,51.89,431.42,1,0,0,1,1,0
63,52.08,3282.0,0,1,0,1,0,1
21,30.41,648.61,0,1,0,1,3,1
33,26.55,825.36,0,0,1,0,0,1
54,22.7,1330.37,0,1,0,0,1,1
28,29.21,754.18,0,1,0,1,1,1
37,52.71,2024.49,1,2,0,1,1,0
17,77.98,1427.97,1,1,0,1,0,0
70,37.0,2374.52,1,1,0,1,3,0
64,107.69,6242.58,1,0,0,0,1,0
0,99.65,0.0,0,1,0,1,2,1
3,70.57,223.99,0,0,0,0,1,0
3,91.15,285.34,0,1,0,1,3,1
26,55.0,1522.14,1,0,0,0,3,0
42,21.71,893.13,0,1,0,1,2,1
58,109.34,6967.98,2,0,0,0,1,0
31,30.91,932.55,0,1,0,1,3,1
32,113.74,3861.98,0,1,0,1,3,1
27,75.76,1984.48,1,1,1,0,3,0
54,48.86,2489.87,0,2,0,1,0,1
59,68.05,3883.8,0,1,0,1,3,1
69,68.66,4446.35,0,0,0,1,3,1
61,20.35,1149.27,0,1,0,0,0,1
33,53.9,1730.31,2,1,0,1,1,0
55,92.73,4739.87,2,2,0,1,2,0
12,69.52,834.63,0,2,0,0,0,0
55,42.67,2128.79,0,0,0,1,0,1
17,51.85,869.34,0,2,1,0,0,1
53,105.17,6084.6,2,0,0,0,3,0
42,71.08,2901.08,0,1,0,0,1,1
38,71.36,2515.16,0,0,1,1,1,1
60,115.11,6637.51,0,0,0,1,1,1
41,50.41,2187.21,0,2,1,1,2,1
17,66.43,1087.22,1,1,0,1,1,0
22,99.98,2148.31,1,2,0,1,2,0
53,94.65,5306.19,0,0,0,1,3,1
29,44.85,1238.36,1,1,0,1,1,0
57,33.26,1887.59,0,1,0,0,2,1
67,88.77,5427.97,0,0,0,1,3,1
66,44.02,2715.93,0,0,0,0,3,0
70,111.19,7331.01,0,0,0,1,2,1
17,31.05,524.01,1,2,1,1,3,0
6,50.15,320.22,2,1,0,1,3,0
39,23.53,890.97,0,1,0,1,1,1
69,89.03,5996.24,0,0,0,1,2,1
64,108.02,6638.14,0,0,0,1,3,0
67,82.22,5310.97,2,1,1,1,0,1
48,112.71,5305.67,2,2,0,1,0,0
51,30.98,1706.19,0,1,0,0,3,1
28,26.86,680.54,1,1,0,1,1,0
20,102.68,2104.77,1,1,0,1,0,0
8,104.41,900.04,0,2,0,1,1,1
46,101.93,4610.91,0,1,0,1,3,1
41,98.7,4168.84,1,2,0,0,2,0
50,54.59,2776.29,0,0,0,1,3,0
55,39.96,2126.87,0,1,1,1,3,1
50,111.81,5185.1,0,1,0,1,0,1
69,49.01,3192.06,0,1,0,0,2,0
19,58.24,1008.62,2,1,1,0,1,0
26,88.66,2427.21,0,0,1,1,1,1
37,47.63,1773.87,0,0,0,1,2,0
71,100.73,7560.39,0,2,0,1,1,0
64,25.07,1537.15,1,0,0,1,0,0
53,97.91,5505.43,0,2,0,0,3,0
23,78.79,1743.02,1,1,0,1,1,0
46,75.87,3225.71,0,1,0,0,0,1
70,64.3,4531.44,2,2,0,1,1,0
62,45.98,3104.65,2,2,0,0,0,0
56,64.87,3570.52,2,1,0,0,1,0
54,63.45,3436.85,0,0,0,0,1,0
59,76.96,4496.4,1,2,0,1,2,0
61,46.44,2808.72,0,1,0,1,2,1
29,25.84,706.55,2,2,0,0,0,0
21,32.65,675.02,0,1,0,0,2,1
28,88.62,2479.82,2,0,0,0,3,0
40,20.27,850.51,0,2,0,1,2,1
41,104.5,3975.87,2,0,1,0,0,0
64,88.13,5721.11,1,0,0,1,2,0
30,95.58,2960.41,0,0,0,1,0,1
29,102.43,2900.84,2,0,0,1,3,0
17,30.39,521.71,0,1,0,0,0,1
16,101.07,1685.28,2,0,0,1,0,0
37,68.97,2534.08,2,0,0,0,3,0
13,107.44,1350.17,2,0,0,1,3,0
55,107.55,6299.39,0,1,1,1,0,1
21,20.44,471.2,0,1,0,1,1,1
66,56.67,3528.25,1,1,0,1,1,0
55,71.17,4219.2,2,1,0,1,0,0
18,86.51,1571.33,0,1,1,0,2,1
56,46.9,2599.05,0,1,0,1,0,1
43,43.47,2016.19,0,2,0,1,0,1
34,56.51,2079.02,2,0,0,1,2,0
0,68.59,0.0,2,0,0,1,3,0
51,114.07,5652.78,0,1,0,1,0,1
69,94.97,7014.16,0,2,0,1,1,1
36,61.36,2204.91,1,2,0,1,3,0
64,23.49,1439.63,0,0,0,0,3,0
50,35.02,1912.85,1,1,0,1,0,0
0,64.05,0.0,0,1,1,0,1,1
20,100.2,2048.22,1,0,0,1,2,0
52,56.45,2893.08,2,0,0,1,2,0
15,72.39,1075.27,0,1,0,1,2,1
60,108.07,5973.23,0,0,0,0,1,1
53,110.29,5561.45,2,0,0,1,3,0
39,39.79,1448.46,0,0,0,1,3,0
25,22.4,587.96,2,0,0,1,0,0
64,48.85,3250.05,0,0,0,1,3,0
63,88.28,5888.78,2,0,0,1,3,0
42,114.06,4981.43,0,0,0,0,2,1
16,25.78,381.85,0,2,0,1,2,1
58,20.88,1326.96,0,0,0,0,2,0
22,107.3,2213.54,2,1,0,1,3,0
6,93.56,544.57,2,2,0,1,0,1
43,118.22,5293.79,0,2,0,1,3,1
52,58.08,2802.98,0,0,0,0,0,1
70,60.02,3924.53,0,0,0,0,3,0
33,35.4,1256.18,0,1,0,1,1,1
45,29.7,1291.6,1,2,0,1,3,0
67,76.45,5291.78,0,0,0,1,1,0
15,54.79,880.82,2,1,0,1,0,0
70,26.11,2000.67,1,2,0,1,3,0
18,107.59,1824.41,1,1,0,1,3,1
1,38.03,35.16,2,1,0,0,0,1
9,93.61,883.05,0,1,0,0,2,1
49,46.51,2136.87,0,0,0,0,2,0
11,100.1,1118.76,1,1,0,0,1,1
69,29.96,2080.74,0,1,0,1,3,1
21,94.36,2005.31,0,1,0,1,2,1
31,27.91,891.13,2,2,0,1,0,0
0,63.14,0.0,1,1,0,1,0,1
53,92.13,4660.05,0,0,1,0,3,1
57,35.5,2045.86,1,1,0,1,1,0
69,46.85,3127.06,0,1,0,1,0,1
17,105.34,1725.86,2,1,1,1,3,1
5,107.4,485.49,0,1,0,0,1,1
44,22.54,1011.48,1,1,1,0,2,0
22,34.98,842.28,2,1,0,1,3,1
22,29.86,691.24,0,1,0,1,1,1
25,36.15,857.26,1,2,0,1,0,0
6,115.99,726.02,2,0,0,0,2,0
43,73.72,3041.45,1,0,1,1,0,0
26,65.28,1783.38,0,1,0,0,0,1
25,117.43,3144.15,1,2,0,0,2,0
35,74.25,2512.64,2,0,0,1,3,0
54,84.77,4121.82,0,0,1,1,3,1
63,51.61,3124.64,1,2,0,0,3,0
56,56.59,2982.61,0,2,0,1,0,0
68,78.04,5432.61,0,2,0,1,0,0
60,25.05,1439.9,0,0,1,1,3,0
1,43.84,39.77,2,2,0,0,3,0
54,37.88,2058.34,1,1,0,0,2,0
37,19.61,779.94,0,1,1,1,0,1
28,72.23,2002.76,2,0,0,1,1,0
25,74.67,1820.57,0,1,0,1,3,1
34,56.78,1806.39,2,0,0,0,3,0
66,45.14,2912.14,0,1,1,0,0,1
28,83.86,2268.68,2,1,0,0,3,0
33,31.6,1146.02,1,0,0,0,3,0
40,70.38,2550.84,1,0,0,0,0,0
40,95.58,3623.51,0,1,0,0,3,1
22,34.59,695.33,0,1,1,1,2,1
70,94.08,7056.36,0,0,1,1,1,1
2,94.84,186.54,2,2,0,1,0,0
57,24.05,1452.08,0,1,0,1,2,1
31,19.9,640.61,1,1,0,1,0,0
30,116.37,3789.96,0,1,0,0,0,1
42,37.53,1426.13,0,1,0,0,0,1
6,101.04,570.76,0,0,0,0,1,1
0,74.75,0.0,2,0,0,1,2,0
60,44.71,2728.32,2,1,0,0,1,0
13,31.13,420.45,2,2,0,0,0,0
51,68.16,3528.64,2,0,0,0,3,0
5,59.14,300.49,0,1,0,1,1,1
9,88.59,866.29,2,2,0,1,3,0
70,109.32,8297.18,0,2,0,0,0,1
29,99.33,2614.4,2,0,0,0,3,0
20,45.72,898.61,0,1,1,0,1,1
59,106.77,6312.75,2,0,0,0,2,0
62,102.17,6154.52,0,2,0,0,3,1
41,111.84,4172.35,0,0,0,0,1,0
50,64.32,3198.18,0,1,0,1,2,1
63,95.63,6597.87,0,2,0,0,0,0
55,77.76,3910.89,0,2,0,1,2,0
40,49.36,2099.45,2,2,0,0,0,0
31,118.44,3448.15,2,0,0,1,1,0
14,21.87,310.88,0,0,0,1,1,1
61,34.39,2050.39,0,1,1,1,2,1
26,108.15,2726.99,0,1,0,1,1,1
27,24.12,699.49,2,0,0,1,1,0
63,107.57,7418.65,0,1,0,1,0,1
58,90.24,5115.28,0,2,0,0,1,1
57,21.71,1272.23,0,2,0,0,3,0
1,61.36,62.05,0,0,1,0,0,1
35,94.2,3018.02,0,1,0,0,3,1
70,76.89,4888.38,0,1,1,0,2,1
12,112.52,1424.07,0,2,0,0,3,1
14,105.63,1447.63,0,1,0,1,1,1
59,51.6,2927.24,0,2,0,1,2,1
21,26.55,611.7,1,2,0,1,1,0
62,113.37,6445.86,0,2,1,0,2,1
24,70.25,1608.13,0,1,0,0,2,1
47,25.51,1284.53,0,2,0,0,0,1
42,100.47,4148.0,2,2,1,1,3,0
37,105.72,3977.55,1,0,0,1,1,0
40,82.58,3004.84,1,0,0,0,2,0
44,63.2,3014.55,0,2,1,1,0,1
39,84.88,3069.94,0,0,0,1,2,1
16,89.38,1348.1,0,1,0,0,3,1
56,108.2,5643.29,0,2,0,1,2,1
1,114.54,114.48,1,2,0,0,3,0
61,69.95,4537.35,2,0,0,1,2,0
8,98.65,752.41,2,1,0,1,3,1
67,115.42,7179.94,0,1,0,0,1,1
16,33.28,522.89,0,0,0,0,3,1
49,19.85,1066.35,0,2,0,0,3,1
39,105.77,3721.65,0,1,1,0,1,1
57,37.72,2151.76,2,2,0,1,3,0
20,22.29,460.9,0,0,0,1,2,1
17,34.17,616.52,2,1,0,1,2,0
54,56.8,3218.22,0,2,0,1,2,1
28,40.15,1028.51,0,1,0,0,1,1
23,48.83,1114.53,0,0,0,0,3,0
16,116.5,1706.96,1,2,0,0,3,0
17,89.14,1551.71,0,2,0,0,2,1
41,89.93,3375.22,0,1,0,0,3,1
44,27.56,1103.12,0,1,0,1,2,1
16,91.94,1413.97,0,0,0,0,2,1
13,92.67,1310.44,0,2,0,1,2,1
48,84.63,4232.85,0,2,0,0,1,0
28,41.07,1035.89,1,0,0,0,0,0
3,60.73,174.35,1,0,0,1,0,0
19,103.47,1776.22,0,2,0,1,3,1
46,85.69,3779.59,1,0,0,1,2,0
8,92.01,763.39,0,2,0,1,0,1
26,77.32,2114.77,1,2,0,0,0,0
14,63.41,941.73,0,2,0,1,3,0
18,94.66,1843.59,0,1,0,1,1,1
51,24.86,1233.83,0,1,0,1,3,1
25,85.99,2305.65,2,0,0,1,3,0
25,118.72,3103.14,0,1,0,0,2,1
25,96.8,2438.27,0,1,0,1,1,1
45,47.35,2324.49,0,1,0,1,3,0
48,46.06,2408.86,0,0,0,1,0,0
52,85.39,4793.37,2,0,0,1,0,0
2,108.48,204.04,1,0,0,1,3,0
65,76.37,4674.04,2,2,1,0,2,0
41,71.27,3156.42,0,1,1,1,2,1
18,34.2,603.03,0,0,0,1,3,0
16,90.26,1530.07,1,1,0,1,1,0
32,88.93,2952.16,1,0,1,1,2,1
48,115.66,5842.98,0,2,0,1,0,0
55,48.32,2405.81,1,1,0,0,1,0
62,94.4,5770.81,2,0,0,1,3,0
2,61.84,132.51,0,0,1,1,1,1
48,74.41,3564.48,1,2,1,0,2,0
54,100.46,5631.13,0,1,0,1,2,1
25,40.42,1062.23,2,0,1,1,0,0
71,52.63,3453.31,0,1,0,0,3,1
51,96.1,4563.65,0,0,0,1,1,1
6,75.62,474.1,0,0,1,1,1,1
45,27.33,1120.29,2,2,1,1,1,0
45,61.45,2677.81,1,0,0,0,1,0
15,77.25,1255.64,0,2,1,1,0,0
23,109.86,2564.36,1,1,0,0,0,0
60,37.04,2404.85,1,0,0,0,0,0
53,99.4,5067.39,0,2,1,0,2,1
61,31.19,1954.58,0,1,1,1,0,1
0,42.47,0.0,1,1,0,0,0,1
48,42.58,1884.88,0,2,0,0,3,1
24,106.63,2810.27,0,2,0,0,3,0
9,38.1,320.7,2,0,0,0,3,0
15,97.48,1371.1,0,0,0,0,3,1
57,64.64,3936.44,0,1,1,0,0,1
71,118.91,8952.94,0,0,0,1,0,1
28,102.75,3151.94,1,1,0,1,2,0
5,92.71,423.85,1,0,1,1,1,0
15,105.94,1460.1,1,1,0,1,1,0
19,82.04,1542.77,0,0,0,1,3,0
70,103.21,7357.27,1,2,0,1,2,0
42,44.37,1691.36,2,1,0,0,0,0
25,27.87,649.15,0,0,0,1,1,0
70,80.21,5843.03,0,2,0,0,3,1
32,61.9,2047.57,2,0,0,1,3,0
25,61.07,1401.46,0,1,0,1,1,1
44,71.2,3403.26,0,0,0,0,1,1
62,54.5,3213.27,0,2,0,1,1,1
66,81.23,5776.38,0,1,0,0,0,1
51,21.09,1166.58,0,0,0,0,1,0
67,115.96,7753.89,0,2,0,1,2,1
25,111.4,2735.97,2,0,0,1,2,0
1,112.46,107.47,0,2,0,0,1,1
13,54.87,757.16,1,0,0,1,0,0
29,71.72,1953.67,0,2,0,1,3,0
48,114.37,5623.85,1,1,0,0,1,0
11,109.14,1216.66,0,2,0,1,1,1
43,97.81,3994.61,2,2,1,1,1,0
32,59.14,2075.31,2,2,0,1,2,0
12,75.0,962.34,1,1,0,0,2,0
25,98.08,2216.87,0,2,0,1,3,0
20,45.57,897.23,2,1,0,1,0,0
27,81.27,2132.4,0,0,0,1,1,1
47,101.62,5141.81,0,2,0,0,1,0
39,89.45,3324.24,0,1,1,0,1,1
65,66.43,4748.41,2,0,0,0,3,0
22,77.05,1593.42,0,1,0,0,1,1
47,117.86,5255.67,2,1,0,0,2,1
1,78.8,81.42,0,1,1,1,0,1
19,97.35,1724.26,0,1,0,0,2,1
58,91.39,5712.8,1,0,0,1,1,0
45,88.85,3686.33,0,1,0,0,3,1
2,90.35,198.17,1,2,0,1,2,0
54,63.9,3709.15,1,1,0,0,0,0
11,65.89,774.03,0,1,0,1,3,1
39,65.25,2497.53,1,0,0,1,1,0
65,21.36,1392.19,0,0,0,1,1,0
15,42.35,629.71,0,1,0,0,3,0
33,33.61,1217.25,0,0,1,0,2,1
43,107.53,4193.62,0,1,0,1,2,1
5,45.77,223.44,2,1,0,0,3,0
63,31.98,2203.48,1,1,0,0,2,0
21,30.1,615.59,1,1,0,0,0,0
17,88.7,1477.25,1,2,0,1,3,0
11,18.61,210.09,0,0,0,1,0,1
51,65.6,3618.11,1,1,0,0,3,0
50,30.01,1438.84,1,2,0,0,0,0
70,103.82,7917.99,0,2,1,0,1,1
47,114.8,5160.96,2,1,0,0,1,1
18,114.83,2197.32,1,1,0,1,2,0
5,62.64,299.16,0,0,0,1,3,1
26,83.1,1976.08,0,0,0,0,1,1
52,78.57,4340.83,0,1,0,1,3,1
47,53.35,2482.41,0,0,1,1,3,1
6,62.85,368.86,2,2,0,1,0,0
58,24.5,1401.07,2,1,0,0,1,0
68,98.37,6838.43,2,0,0,1,2,0
10,42.32,403.11,2,0,0,0,2,0
14,64.51,855.68,2,1,0,1,2,0
63,66.54,4178.14,2,0,0,0,3,0
2,74.63,135.4,0,1,0,1,2,1
68,100.61,7036.94,0,2,0,1,3,1
22,87.88,2058.19,0,2,1,0,1,1
52,84.97,4619.41,0,1,0,0,3,1
36,71.2,2547.46,2,2,0,1,2,0
8,27.69,224.42,0,1,0,1,1,1
14,58.6,742.66,1,1,1,1,2,0
2,114.69,248.3,1,1,0,0,3,1
69,118.55,8274.94,0,0,0,0,3,1
16,91.78,1414.56,0,0,0,1,2,1
25,40.98,982.21,0,1,0,1,1,1
20,28.29,583.87,0,2,0,0,3,1
71,59.89,4323.91,1,1,0,1,0,0
20,104.51,1959.71,0,1,0,0,0,1
10,90.91,892.72,0,1,0,1,0,1
37,107.27,4108.84,0,1,0,1,0,1
71,80.19,5463.08,0,1,0,1,2,1
34,31.16,1061.41,0,2,0,0,3,0
13,29.59,365.81,2,1,0,0,1,0
13,22.85,271.6,0,0,0,1,0,1
9,75.28,662.38,2,1,0,1,2,0
11,42.53,489.54,1,1,0,0,1,0
37,92.17,3215.12,2,1,1,0,2,0
33,87.31,3027.89,0,1,0,0,3,1
40,50.13,2073.17,0,1,0,1,0,1
9,35.86,323.22,0,0,0,0,1,1
16,28.34,496.2,0,0,0,0,1,0
16,92.47,1592.97,2,1,0,1,2,0
66,63.49,4243.29,0,1,0,1,2,1
61,50.68,3127.21,2,0,0,1,3,0
0,104.52,0.0,2,1,0,0,1,1
11,77.95,929.51,0,2,0,1,0,1
3,70.32,227.67,1,0,0,0,0,0
41,93.08,4001.03,0,2,0,0,1,1
12,100.37,1114.8,0,2,0,1,1,1
3,87.29,272.54,0,2,0,1,3,1
68,62.44,4036.27,2,2,1,1,0,0
18,56.31,950.5,0,1,1,1,0,1
1,95.94,100.91,1,1,0,1,2,1
11,70.31,844.52,0,1,1,0,2,1
5,89.14,410.84,0,0,0,1,0,1
7,107.93,704.74,0,0,1,0,1,1
50,110.5,5214.75,0,1,0,1,1,1
10,46.05,503.13,0,0,0,1,2,1
62,36.98,2382.82,0,1,1,1,1,1
56,44.39,2574.48,1,2,1,0,3,0
11,93.89,1033.83,0,2,0,0,1,1
1,55.38,55.8,2,0,0,1,1,0
7,35.51,238.14,0,0,1,1,1,1
10,27.94,260.1,0,1,0,0,2,1
52,51.06,2803.95,0,1,1,0,1,1
9,31.75,284.08,0,2,0,0,0,1
7,33.79,224.99,2,1,0,0,2,1
35,87.07,3128.38,2,1,0,0,1,1
13,19.99,244.77,1,0,0,0,1,0
53,29.87,1579.56,2,0,0,0,3,0
20,103.28,1937.62,2,0,1,1,1,0
49,103.34,5326.64,1,1,0,1,2,0
38,51.25,1877.7,2,2,0,0,1,0
19,26.88,504.76,0,0,0,1,2,0
6,89.2,562.48,1,0,0,0,0,0
8,54.37,448.84,2,1,1,1,1,0
0,22.59,0.0,0,0,0,1,2,1
25,33.94,775.7,2,2,0,0,0,0
37,31.86,1278.22,0,0,0,0,2,0
37,77.5,2585.3,2,2,0,1,1,0
60,108.71,6828.63,0,2,1,0,2,1
43,98.1,4594.07,0,2,0,0,1,1
43,73.2,3025.9,0,0,1,1,2,1
61,60.64,3384.95,2,0,1,0,0,0
5,80.49,382.29,0,2,0,1,1,1
16,62.83,967.77,1,2,1,1,0,0
50,42.86,2122.14,1,1,0,1,1,0
37,86.6,3220.37,0,1,0,1,2,1
23,106.2,2552.68,2,0,0,1,0,0
50,55.66,3006.15,0,2,1,0,1,0
9,103.0,920.47,1,0,0,1,0,0
71,61.54,4584.6,0,0,1,1,3,0
20,58.53,1083.32,0,0,0,1,0,0
69,20.86,1390.05,0,1,0,1,1,1
56,88.22,4562.96,1,0,0,1,2,0
38,99.56,3928.36,2,1,0,1,3,0
32,85.02,2942.45,0,1,0,0,3,1
58,33.29,2081.06,0,0,1,0,3,0
17,28.43,466.53,2,1,0,0,0,0
55,75.86,3950.52,0,0,1,0,1,1
56,58.55,3130.63,0,0,1,0,0,0
47,61.34,2760.36,0,1,0,1,3,1
41,115.75,4349.24,0,1,0,1,3,1
26,91.12,2195.39,1,0,1,1,3,0
51,59.59,2865.55,2,2,0,0,0,0
41,19.93,736.75,0,2,0,0,3,1
31,21.44,604.45,1,1,0,0,2,0
25,87.17,2265.79,1,1,1,1,1,1
24,102.61,2521.41,0,0,0,1,3,0
22,89.48,2143.93,0,2,0,1,1,1
56,58.99,3238.53,1,1,0,0,0,0
51,21.14,1066.14,0,0,0,0,3,1
30,115.71,3171.2,0,2,0,1,2,1
63,117.62,6894.69,2,1,1,0,3,1
70,73.49,5341.44,2,1,0,1,2,0
32,25.14,761.85,2,0,0,0,2,0
1,72.64,76.61,0,0,0,0,1,1
17,108.13,1913.83,2,2,0,0,1,0
46,86.68,4184.46,1,1,0,1,0,0
32,90.72,3013.69,2,0,0,0,2,0
34,26.58,941.25,2,1,0,1,2,0
50,28.76,1451.46,2,1,0,1,1,0
17,30.86,543.32,2,0,0,1,0,0
71,109.34,7803.79,0,1,0,1,1,1
29,71.11,1940.97,1,1,0,1,1,0
43,97.95,3973.97,0,0,0,1,0,1
52,29.64,1512.09,1,0,0,0,2,0
9,111.69,907.49,2,0,0,1,2,1
51,100.94,5548.76,0,1,0,0,0,1
48,40.7,1863.06,1,1,0,0,2,0
10,106.29,967.57,1,0,0,1,0,0
65,44.61,2855.82,0,1,0,1,0,1
57,38.74,2347.56,0,1,0,1,1,1
35,44.69,1532.04,0,1,0,1,2,1
32,109.91,3350.19,0,0,0,1,2,0
46,110.47,5127.26,1,1,0,1,0,0
12,51.23,623.91,0,1,1,1,1,1
39,89.25,3661.18,0,1,0,1,1,1
67,86.25,6125.19,2,1,0,0,2,1
41,99.46,4246.04,1,0,0,0,3,0
18,47.95,777.57,0,2,1,1,0,1
18,69.52,1126.74,0,2,0,1,2,0
57,85.44,5335.12,1,1,0,1,2,0
22,20.65,432.88,0,2,0,1,3,1
53,56.05,2841.34,1,1,0,1,3,0
64,88.28,5912.35,1,0,1,1,1,0
11,43.51,486.42,0,1,0,0,1,1
23,114.73,2619.56,2,2,0,0,1,0
33,21.05,641.36,0,0,0,0,1,1
52,114.77,5468.5,0,1,1,1,0,1
7,39.89,290.6,2,2,0,1,3,0
17,22.93,360.54,0,2,0,0,2,0
56,47.54,2628.06,1,0,1,1,1,0
4,97.41,408.04,1,0,0,1,2,1
25,94.0,2548.9,0,0,0,0,0,0
29,39.09,1218.31,2,1,0,1,1,0
53,37.88,2153.81,0,2,1,1,0,1
12,82.9,966.65,0,1,0,1,1,1
28,64.27,1953.3,2,2,0,1,2,0
2,98.02,203.24,0,1,0,1,0,1
57,20.44,1255.14,1,1,0,1,1,0
1,79.65,73.1,2,0,0,1,2,0
27,91.8,2250.35,0,0,0,0,2,0
1,118.33,116.67,0,0,0,0,2,1
6,86.56,553.43,0,0,0,0,1,1
25,41.42,1016.56,2,0,0,1,2,0
15,28.93,467.33,0,0,0,0,2,0
22,82.73,1723.51,0,1,0,1,1,1
39,70.84,2508.22,0,1,0,1,0,1
59,108.81,6755.27,0,0,0,1,2,1
31,91.39,2904.58,1,1,0,1,1,0
14,69.48,961.06,2,1,0,0,0,0
12,58.76,753.81,0,1,0,1,2,1
4,58.84,250.62,0,1,0,0,1,1
51,40.86,2010.73,2,1,0,0,3,0
40,19.75,843.4,0,2,0,1,1,0
52,76.07,3833.14,2,0,1,1,2,0
49,39.45,1980.18,0,0,1,0,0,0
14,39.04,512.95,0,0,0,0,0,0
6,30.66,175.28,2,1,0,1,0,1
39,37.15,1433.75,0,1,0,0,2,1
27,21.21,551.43,0,1,0,0,2,1
31,86.1,2471.13,0,0,0,1,0,0
14,58.54,816.66,2,1,0,1,0,0
69,74.71,5166.7,1,1,0,1,0,0
64,82.33,4909.46,0,0,0,1,0,1
3,116.22,325.95,2,1,0,0,1,1
10,24.89,225.47,0,2,0,1,2,1
25,60.21,1363.86,0,1,0,1,3,1
60,42.84,2497.73,1,0,0,1,0,0
36,66.15,2213.11,1,2,1,1,1,0
22,110.97,2645.97,0,0,0,1,3,1
39,91.12,3340.04,0,1,0,0,3,1
22,84.86,1704.86,0,0,1,1,0,1
15,62.57,920.56,2,2,0,1,0,0
60,85.78,4830.24,2,0,1,1,1,0
67,21.27,1300.19,1,0,1,0,0,0
30,77.21,2433.38,2,2,0,0,3,0
52,73.93,3888.26,1,1,0,0,0,0
24,53.01,1159.52,2,2,0,0,1,0
43,38.35,1638.5,0,0,0,0,1,0
11,99.56,994.15,0,1,1,0,1,1
8,23.44,182.06,0,2,0,1,1,1
11,25.04,267.91,0,1,1,1,1,1
68,62.49,4523.81,1,2,0,1,0,0
53,43.51,2414.54,2,2,1,0,2,0
53,93.29,5336.9,0,1,0,1,1,1
27,82.05,2056.07,2,0,0,1,2,0
55,96.03,5317.32,0,0,0,1,0,0
68,50.79,3122.29,0,0,0,0,1,0
57,92.79,5633.37,1,1,0,0,2,0
41,105.09,4193.72,0,2,0,1,2,1
37,52.87,1787.69,0,1,0,1,3,1
67,52.33,3383.16,1,2,0,0,2,0
52,108.9,5421.47,2,2,0,0,3,0
32,23.03,776.17,1,2,0,0,3,0
70,53.37,3456.91,0,2,0,1,2,1
55,29.99,1667.85,0,1,0,1,3,1
71,20.93,1573.38,2,2,1,1,2,0
50,29.4,1540.42,0,1,0,1,3,0
42,61.56,2810.93,2,1,0,1,1,0
14,87.38,1101.14,0,1,0,0,1,1
37,47.22,1696.05,1,1,0,0,1,0
14,103.82,1415.57,1,1,0,1,2,1
4,62.2,225.58,0,1,0,0,2,1
53,115.79,6526.27,1,0,0,1,0,0
50,114.37,5934.53,0,0,0,0,2,1
9,96.1,869.76,1,1,0,1,0,1
11,112.17,1210.43,2,2,0,0,0,0
